profile,pair_id,ligand,receptor,cluster
Fgf10_Fgfr2,"[""Fgf10"",""Fgfr2""]",Fgf10,Fgfr2,1
Fgf15_Fgfr1,"[""Fgf15"",""Fgfr1""]",Fgf15,Fgfr1,1
Fgf15_Fgfr2,"[""Fgf15"",""Fgfr2""]",Fgf15,Fgfr2,1
Fgf15_Fgfr3,"[""Fgf15"",""Fgfr3""]",Fgf15,Fgfr3,1
Fgf15_Fgfr4,"[""Fgf15"",""Fgfr4""]",Fgf15,Fgfr4,1
Fgf16_Fgfr1,"[""Fgf16"",""Fgfr1""]",Fgf16,Fgfr1,1
Fgf16_Fgfr2,"[""Fgf16"",""Fgfr2""]",Fgf16,Fgfr2,1
Fgf16_Fgfr3,"[""Fgf16"",""Fgfr3""]",Fgf16,Fgfr3,1
Fgf16_Fgfr4,"[""Fgf16"",""Fgfr4""]",Fgf16,Fgfr4,1
Fgf17_Fgfr1,"[""Fgf17"",""Fgfr1""]",Fgf17,Fgfr1,1
Fgf17_Fgfr2,"[""Fgf17"",""Fgfr2""]",Fgf17,Fgfr2,1
Fgf17_Fgfr3,"[""Fgf17"",""Fgfr3""]",Fgf17,Fgfr3,1
Fgf17_Fgfr4,"[""Fgf17"",""Fgfr4""]",Fgf17,Fgfr4,1
Fgf18_Fgfr1,"[""Fgf18"",""Fgfr1""]",Fgf18,Fgfr1,1
Fgf18_Fgfr2,"[""Fgf18"",""Fgfr2""]",Fgf18,Fgfr2,1
Fgf18_Fgfr3,"[""Fgf18"",""Fgfr3""]",Fgf18,Fgfr3,1
Fgf18_Fgfr4,"[""Fgf18"",""Fgfr4""]",Fgf18,Fgfr4,1
Fgf2_Fgfr1,"[""Fgf2"",""Fgfr1""]",Fgf2,Fgfr1,1
Fgf2_Fgfr2,"[""Fgf2"",""Fgfr2""]",Fgf2,Fgfr2,1
Fgf2_Fgfr3,"[""Fgf2"",""Fgfr3""]",Fgf2,Fgfr3,1
Fgf2_Fgfr4,"[""Fgf2"",""Fgfr4""]",Fgf2,Fgfr4,1
Fgf20_Fgfr1,"[""Fgf20"",""Fgfr1""]",Fgf20,Fgfr1,1
Fgf20_Fgfr2,"[""Fgf20"",""Fgfr2""]",Fgf20,Fgfr2,1
Fgf20_Fgfr3,"[""Fgf20"",""Fgfr3""]",Fgf20,Fgfr3,1
Fgf20_Fgfr4,"[""Fgf20"",""Fgfr4""]",Fgf20,Fgfr4,1
Fgf22_Fgfr2,"[""Fgf22"",""Fgfr2""]",Fgf22,Fgfr2,1
Fgf23_Fgfr1,"[""Fgf23"",""Fgfr1""]",Fgf23,Fgfr1,1
Fgf23_Fgfr3,"[""Fgf23"",""Fgfr3""]",Fgf23,Fgfr3,1
Fgf23_Fgfr4,"[""Fgf23"",""Fgfr4""]",Fgf23,Fgfr4,1
Fgf3_Fgfr1,"[""Fgf3"",""Fgfr1""]",Fgf3,Fgfr1,1
Fgf3_Fgfr2,"[""Fgf3"",""Fgfr2""]",Fgf3,Fgfr2,1
Fgf4_Fgfr1,"[""Fgf4"",""Fgfr1""]",Fgf4,Fgfr1,1
Fgf4_Fgfr2,"[""Fgf4"",""Fgfr2""]",Fgf4,Fgfr2,1
Fgf4_Fgfr3,"[""Fgf4"",""Fgfr3""]",Fgf4,Fgfr3,1
Fgf4_Fgfr4,"[""Fgf4"",""Fgfr4""]",Fgf4,Fgfr4,1
Fgf5_Fgfr1,"[""Fgf5"",""Fgfr1""]",Fgf5,Fgfr1,1
Fgf5_Fgfr2,"[""Fgf5"",""Fgfr2""]",Fgf5,Fgfr2,1
Fgf5_Fgfr3,"[""Fgf5"",""Fgfr3""]",Fgf5,Fgfr3,1
Fgf5_Fgfr4,"[""Fgf5"",""Fgfr4""]",Fgf5,Fgfr4,1
Fgf7_Fgfr1,"[""Fgf7"",""Fgfr1""]",Fgf7,Fgfr1,1
Fgf7_Fgfr2,"[""Fgf7"",""Fgfr2""]",Fgf7,Fgfr2,1
Fgf8_Fgfr1,"[""Fgf8"",""Fgfr1""]",Fgf8,Fgfr1,1
Fgf8_Fgfr2,"[""Fgf8"",""Fgfr2""]",Fgf8,Fgfr2,1
Fgf8_Fgfr3,"[""Fgf8"",""Fgfr3""]",Fgf8,Fgfr3,1
Fgf8_Fgfr4,"[""Fgf8"",""Fgfr4""]",Fgf8,Fgfr4,1
Fgf9_Fgfr1,"[""Fgf9"",""Fgfr1""]",Fgf9,Fgfr1,1
Fgf9_Fgfr2,"[""Fgf9"",""Fgfr2""]",Fgf9,Fgfr2,1
Fgf9_Fgfr3,"[""Fgf9"",""Fgfr3""]",Fgf9,Fgfr3,1
Fgf9_Fgfr4,"[""Fgf9"",""Fgfr4""]",Fgf9,Fgfr4,1
Flt3l_Flt3,"[""Flt3l"",""Flt3""]",Flt3l,Flt3,1
Fn1_Cd44,"[""Fn1"",""Cd44""]",Fn1,Cd44,1
Fn1_Itga2b_Itgb3,"[""Fn1"",""Itga2b_Itgb3""]",Fn1,Itga2b_Itgb3,1
Fn1_Itga3_Itgb1,"[""Fn1"",""Itga3_Itgb1""]",Fn1,Itga3_Itgb1,1
Fn1_Itga4_Itgb1,"[""Fn1"",""Itga4_Itgb1""]",Fn1,Itga4_Itgb1,1
Fn1_Itga4_Itgb7,"[""Fn1"",""Itga4_Itgb7""]",Fn1,Itga4_Itgb7,1
Fn1_Itga5_Itgb1,"[""Fn1"",""Itga5_Itgb1""]",Fn1,Itga5_Itgb1,1
Fn1_Itga8_Itgb1,"[""Fn1"",""Itga8_Itgb1""]",Fn1,Itga8_Itgb1,1
Fn1_Itgav_Itgb1,"[""Fn1"",""Itgav_Itgb1""]",Fn1,Itgav_Itgb1,1
Fn1_Itgav_Itgb3,"[""Fn1"",""Itgav_Itgb3""]",Fn1,Itgav_Itgb3,1
Fn1_Itgav_Itgb6,"[""Fn1"",""Itgav_Itgb6""]",Fn1,Itgav_Itgb6,1
Fn1_Itgav_Itgb8,"[""Fn1"",""Itgav_Itgb8""]",Fn1,Itgav_Itgb8,1
Fn1_Sdc1,"[""Fn1"",""Sdc1""]",Fn1,Sdc1,1
Fn1_Sdc4,"[""Fn1"",""Sdc4""]",Fn1,Sdc4,1
Gal_Galr1,"[""Gal"",""Galr1""]",Gal,Galr1,1
Gal_Galr2,"[""Gal"",""Galr2""]",Gal,Galr2,1
Gal_Galr3,"[""Gal"",""Galr3""]",Gal,Galr3,1
Galp_Galr1,"[""Galp"",""Galr1""]",Galp,Galr1,1
Galp_Galr2,"[""Galp"",""Galr2""]",Galp,Galr2,1
Gas6_Axl,"[""Gas6"",""Axl""]",Gas6,Axl,1
Gas6_Mertk,"[""Gas6"",""Mertk""]",Gas6,Mertk,1
Gas6_Tyro3,"[""Gas6"",""Tyro3""]",Gas6,Tyro3,1
Gcg_Gcgr,"[""Gcg"",""Gcgr""]",Gcg,Gcgr,1
Gcg_Gipr,"[""Gcg"",""Gipr""]",Gcg,Gipr,1
Gcg_Glp1r,"[""Gcg"",""Glp1r""]",Gcg,Glp1r,1
Gcg_Glp2r,"[""Gcg"",""Glp2r""]",Gcg,Glp2r,1
Gdf10_Acvr1b_Acvr2a,"[""Gdf10"",""Acvr1b_Acvr2a""]",Gdf10,Acvr1b_Acvr2a,1
Gdf11_Acvr1b_Acvr2b,"[""Gdf11"",""Acvr1b_Acvr2b""]",Gdf11,Acvr1b_Acvr2b,1
Gdf11_Tgfbr1_Acvr2a,"[""Gdf11"",""Tgfbr1_Acvr2a""]",Gdf11,Tgfbr1_Acvr2a,1
Gdf11_Tgfbr1_Acvr2b,"[""Gdf11"",""Tgfbr1_Acvr2b""]",Gdf11,Tgfbr1_Acvr2b,1
Gdf15_Tgfbr2,"[""Gdf15"",""Tgfbr2""]",Gdf15,Tgfbr2,1
Gdf2_Acvrl1_Acvr2a,"[""Gdf2"",""Acvrl1_Acvr2a""]",Gdf2,Acvrl1_Acvr2a,1
Gdf2_Acvrl1_Bmpr2,"[""Gdf2"",""Acvrl1_Bmpr2""]",Gdf2,Acvrl1_Bmpr2,1
Gdf3_Acvr1b_Acvr2a_Cfc1,"[""Gdf3"",""Acvr1b_Acvr2a_Cfc1""]",Gdf3,Acvr1b_Acvr2a_Cfc1,1
Gdf3_Acvr1b_Acvr2b_Cfc1,"[""Gdf3"",""Acvr1b_Acvr2b_Cfc1""]",Gdf3,Acvr1b_Acvr2b_Cfc1,1
Gdf3_Acvr1c_Acvr2a_Cfc1,"[""Gdf3"",""Acvr1c_Acvr2a_Cfc1""]",Gdf3,Acvr1c_Acvr2a_Cfc1,1
Gdf3_Acvr1c_Acvr2b_Cfc1,"[""Gdf3"",""Acvr1c_Acvr2b_Cfc1""]",Gdf3,Acvr1c_Acvr2b_Cfc1,1
Gdf5_Bmpr1a_Acvr2a,"[""Gdf5"",""Bmpr1a_Acvr2a""]",Gdf5,Bmpr1a_Acvr2a,1
Gdf5_Bmpr1a_Acvr2b,"[""Gdf5"",""Bmpr1a_Acvr2b""]",Gdf5,Bmpr1a_Acvr2b,1
Gdf5_Bmpr1a_Bmpr2,"[""Gdf5"",""Bmpr1a_Bmpr2""]",Gdf5,Bmpr1a_Bmpr2,1
Gdf5_Bmpr1b_Acvr2a,"[""Gdf5"",""Bmpr1b_Acvr2a""]",Gdf5,Bmpr1b_Acvr2a,1
Gdf5_Bmpr1b_Acvr2b,"[""Gdf5"",""Bmpr1b_Acvr2b""]",Gdf5,Bmpr1b_Acvr2b,1
Gdf5_Bmpr1b_Bmpr2,"[""Gdf5"",""Bmpr1b_Bmpr2""]",Gdf5,Bmpr1b_Bmpr2,1
Gdf6_Bmpr1a_Acvr2a,"[""Gdf6"",""Bmpr1a_Acvr2a""]",Gdf6,Bmpr1a_Acvr2a,1
Gdf6_Bmpr1a_Acvr2b,"[""Gdf6"",""Bmpr1a_Acvr2b""]",Gdf6,Bmpr1a_Acvr2b,1
Gdf6_Bmpr1a_Bmpr2,"[""Gdf6"",""Bmpr1a_Bmpr2""]",Gdf6,Bmpr1a_Bmpr2,1
Gdf6_Bmpr1b_Acvr2a,"[""Gdf6"",""Bmpr1b_Acvr2a""]",Gdf6,Bmpr1b_Acvr2a,1
Gdf6_Bmpr1b_Acvr2b,"[""Gdf6"",""Bmpr1b_Acvr2b""]",Gdf6,Bmpr1b_Acvr2b,1
Gdf6_Bmpr1b_Bmpr2,"[""Gdf6"",""Bmpr1b_Bmpr2""]",Gdf6,Bmpr1b_Bmpr2,1
Gdf7_Bmpr1a_Acvr2a,"[""Gdf7"",""Bmpr1a_Acvr2a""]",Gdf7,Bmpr1a_Acvr2a,1
Gdf7_Bmpr1a_Acvr2b,"[""Gdf7"",""Bmpr1a_Acvr2b""]",Gdf7,Bmpr1a_Acvr2b,1
Gdf7_Bmpr1a_Bmpr2,"[""Gdf7"",""Bmpr1a_Bmpr2""]",Gdf7,Bmpr1a_Bmpr2,1
Gdf7_Bmpr1b_Acvr2a,"[""Gdf7"",""Bmpr1b_Acvr2a""]",Gdf7,Bmpr1b_Acvr2a,1
Gdf7_Bmpr1b_Acvr2b,"[""Gdf7"",""Bmpr1b_Acvr2b""]",Gdf7,Bmpr1b_Acvr2b,1
Gdf7_Bmpr1b_Bmpr2,"[""Gdf7"",""Bmpr1b_Bmpr2""]",Gdf7,Bmpr1b_Bmpr2,1
Gdf9_Acvr1b_Bmpr2,"[""Gdf9"",""Acvr1b_Bmpr2""]",Gdf9,Acvr1b_Bmpr2,1
Gdnf_Gfra1_Ret,"[""Gdnf"",""Gfra1_Ret""]",Gdnf,Gfra1_Ret,1
Ghrh_Vipr1,"[""Ghrh"",""Vipr1""]",Ghrh,Vipr1,1
Ghrh_Vipr2,"[""Ghrh"",""Vipr2""]",Ghrh,Vipr2,1
Gip_Gipr,"[""Gip"",""Gipr""]",Gip,Gipr,1
Gm7030_Cd8a,"[""Gm7030"",""Cd8a""]",Gm7030,Cd8a,1
Gm7030_Cd8b1,"[""Gm7030"",""Cd8b1""]",Gm7030,Cd8b1,1
Gm8909_Cd8a,"[""Gm8909"",""Cd8a""]",Gm8909,Cd8a,1
Gm8909_Cd8b1,"[""Gm8909"",""Cd8b1""]",Gm8909,Cd8b1,1
Gp1ba_Itgam_Itgb2,"[""Gp1ba"",""Itgam_Itgb2""]",Gp1ba,Itgam_Itgb2,1
Grn_Sort1,"[""Grn"",""Sort1""]",Grn,Sort1,1
Grp_Grpr,"[""Grp"",""Grpr""]",Grp,Grpr,1
Guca2a_Gucy2c,"[""Guca2a"",""Gucy2c""]",Guca2a,Gucy2c,1
Guca2b_Gucy2c,"[""Guca2b"",""Gucy2c""]",Guca2b,Gucy2c,1
Gzma_F2r,"[""Gzma"",""F2r""]",Gzma,F2r,1
Gzma_F2rl1,"[""Gzma"",""F2rl1""]",Gzma,F2rl1,2
Gzma_F2rl2,"[""Gzma"",""F2rl2""]",Gzma,F2rl2,1
Gzma_F2rl3,"[""Gzma"",""F2rl3""]",Gzma,F2rl3,1
Gzma_Pard3,"[""Gzma"",""Pard3""]",Gzma,Pard3,1
H2-Aa_Cd4,"[""H2-Aa"",""Cd4""]",H2-Aa,Cd4,1
H2-Ab1_Cd4,"[""H2-Ab1"",""Cd4""]",H2-Ab1,Cd4,1
H2-D1_Cd8a,"[""H2-D1"",""Cd8a""]",H2-D1,Cd8a,1
H2-D1_Cd8b1,"[""H2-D1"",""Cd8b1""]",H2-D1,Cd8b1,1
H2-DMa_Cd4,"[""H2-DMa"",""Cd4""]",H2-DMa,Cd4,1
H2-DMb1_Cd4,"[""H2-DMb1"",""Cd4""]",H2-DMb1,Cd4,1
H2-DMb2_Cd4,"[""H2-DMb2"",""Cd4""]",H2-DMb2,Cd4,1
H2-Eb1_Cd4,"[""H2-Eb1"",""Cd4""]",H2-Eb1,Cd4,1
H2-K1_Cd8a,"[""H2-K1"",""Cd8a""]",H2-K1,Cd8a,1
H2-K1_Cd8b1,"[""H2-K1"",""Cd8b1""]",H2-K1,Cd8b1,1
H2-M3_Cd8a,"[""H2-M3"",""Cd8a""]",H2-M3,Cd8a,1
H2-M3_Cd8b1,"[""H2-M3"",""Cd8b1""]",H2-M3,Cd8b1,1
H2-M5_Cd8a,"[""H2-M5"",""Cd8a""]",H2-M5,Cd8a,1
H2-M5_Cd8b1,"[""H2-M5"",""Cd8b1""]",H2-M5,Cd8b1,1
H2-Oa_Cd4,"[""H2-Oa"",""Cd4""]",H2-Oa,Cd4,1
H2-Q1_Cd8a,"[""H2-Q1"",""Cd8a""]",H2-Q1,Cd8a,1
H2-Q1_Cd8b1,"[""H2-Q1"",""Cd8b1""]",H2-Q1,Cd8b1,1
H2-Q10_Cd8a,"[""H2-Q10"",""Cd8a""]",H2-Q10,Cd8a,1
H2-Q10_Cd8b1,"[""H2-Q10"",""Cd8b1""]",H2-Q10,Cd8b1,1
H2-Q2_Cd8a,"[""H2-Q2"",""Cd8a""]",H2-Q2,Cd8a,1
H2-Q2_Cd8b1,"[""H2-Q2"",""Cd8b1""]",H2-Q2,Cd8b1,1
H2-Q4_Cd8a,"[""H2-Q4"",""Cd8a""]",H2-Q4,Cd8a,1
H2-Q4_Cd8b1,"[""H2-Q4"",""Cd8b1""]",H2-Q4,Cd8b1,1
H2-Q6_Cd8a,"[""H2-Q6"",""Cd8a""]",H2-Q6,Cd8a,1
H2-Q6_Cd8b1,"[""H2-Q6"",""Cd8b1""]",H2-Q6,Cd8b1,1
H2-Q7_Cd8a,"[""H2-Q7"",""Cd8a""]",H2-Q7,Cd8a,1
H2-Q7_Cd8b1,"[""H2-Q7"",""Cd8b1""]",H2-Q7,Cd8b1,1
H2-T22_Cd8a,"[""H2-T22"",""Cd8a""]",H2-T22,Cd8a,1
H2-T22_Cd8b1,"[""H2-T22"",""Cd8b1""]",H2-T22,Cd8b1,1
H2-T23_Cd8a,"[""H2-T23"",""Cd8a""]",H2-T23,Cd8a,1
H2-T23_Cd8b1,"[""H2-T23"",""Cd8b1""]",H2-T23,Cd8b1,1
H2-T24_Cd8a,"[""H2-T24"",""Cd8a""]",H2-T24,Cd8a,1
H2-T24_Cd8b1,"[""H2-T24"",""Cd8b1""]",H2-T24,Cd8b1,1
H2-T3_Cd8a,"[""H2-T3"",""Cd8a""]",H2-T3,Cd8a,1
H2-T3_Cd8b1,"[""H2-T3"",""Cd8b1""]",H2-T3,Cd8b1,1
Hbegf_Egfr,"[""Hbegf"",""Egfr""]",Hbegf,Egfr,1
Hbegf_Egfr_Erbb2,"[""Hbegf"",""Egfr_Erbb2""]",Hbegf,Egfr_Erbb2,1
Hbegf_Erbb2_Erbb4,"[""Hbegf"",""Erbb2_Erbb4""]",Hbegf,Erbb2_Erbb4,1
Hbegf_Erbb4,"[""Hbegf"",""Erbb4""]",Hbegf,Erbb4,1
Hc_C5ar1,"[""Hc"",""C5ar1""]",Hc,C5ar1,1
Hcrt_Hcrtr1,"[""Hcrt"",""Hcrtr1""]",Hcrt,Hcrtr1,2
Hcrt_Hcrtr2,"[""Hcrt"",""Hcrtr2""]",Hcrt,Hcrtr2,2
Hgf_Met,"[""Hgf"",""Met""]",Hgf,Met,1
Hspg2_Dag1,"[""Hspg2"",""Dag1""]",Hspg2,Dag1,1
Iapp_Calcr,"[""Iapp"",""Calcr""]",Iapp,Calcr,2
Iapp_Calcrl,"[""Iapp"",""Calcrl""]",Iapp,Calcrl,1
Ibsp_Itgav_Itgb3,"[""Ibsp"",""Itgav_Itgb3""]",Ibsp,Itgav_Itgb3,1
Ibsp_Itgav_Itgb5,"[""Ibsp"",""Itgav_Itgb5""]",Ibsp,Itgav_Itgb5,1
Icam1_Itgal,"[""Icam1"",""Itgal""]",Icam1,Itgal,1
Icam1_Itgal_Itgb2,"[""Icam1"",""Itgal_Itgb2""]",Icam1,Itgal_Itgb2,1
Icam1_Itgam_Itgb2,"[""Icam1"",""Itgam_Itgb2""]",Icam1,Itgam_Itgb2,1
Icam1_Itgax_Itgb2,"[""Icam1"",""Itgax_Itgb2""]",Icam1,Itgax_Itgb2,1
Icam1_Spn,"[""Icam1"",""Spn""]",Icam1,Spn,1
Icam2_Itgal_Itgb2,"[""Icam2"",""Itgal_Itgb2""]",Icam2,Itgal_Itgb2,1
Icam2_Itgam_Itgb2,"[""Icam2"",""Itgam_Itgb2""]",Icam2,Itgam_Itgb2,1
Icosl_Cd28,"[""Icosl"",""Cd28""]",Icosl,Cd28,1
Icosl_Ctla4,"[""Icosl"",""Ctla4""]",Icosl,Ctla4,1
Icosl_Icos,"[""Icosl"",""Icos""]",Icosl,Icos,1
Ifnk_Ifnar1_Ifnar2,"[""Ifnk"",""Ifnar1_Ifnar2""]",Ifnk,Ifnar1_Ifnar2,1
Igf1_Igf1r,"[""Igf1"",""Igf1r""]",Igf1,Igf1r,1
Igf1_Itga6_Itgb4,"[""Igf1"",""Itga6_Itgb4""]",Igf1,Itga6_Itgb4,1
Igf1_Itgav_Itgb3,"[""Igf1"",""Itgav_Itgb3""]",Igf1,Itgav_Itgb3,1
Igf2_Igf1r,"[""Igf2"",""Igf1r""]",Igf2,Igf1r,1
Igf2_Igf2r,"[""Igf2"",""Igf2r""]",Igf2,Igf2r,1
Igf2_Itga6_Itgb4,"[""Igf2"",""Itga6_Itgb4""]",Igf2,Itga6_Itgb4,1
Igf2_Itgav_Itgb3,"[""Igf2"",""Itgav_Itgb3""]",Igf2,Itgav_Itgb3,1
Ihh_Ptch1_Smo,"[""Ihh"",""Ptch1_Smo""]",Ihh,Ptch1_Smo,1
Ihh_Ptch2_Smo,"[""Ihh"",""Ptch2_Smo""]",Ihh,Ptch2_Smo,1
Il10_Il10ra_Il10rb,"[""Il10"",""Il10ra_Il10rb""]",Il10,Il10ra_Il10rb,1
Il11_Il11ra1_Il6st,"[""Il11"",""Il11ra1_Il6st""]",Il11,Il11ra1_Il6st,1
Il15_Il15ra_Il2rb_Il2rg,"[""Il15"",""Il15ra_Il2rb_Il2rg""]",Il15,Il15ra_Il2rb_Il2rg,1
Il16_Cd4,"[""Il16"",""Cd4""]",Il16,Cd4,1
Il17b_Il17rb,"[""Il17b"",""Il17rb""]",Il17b,Il17rb,1
Il17f_Il17ra_Il17rc,"[""Il17f"",""Il17ra_Il17rc""]",Il17f,Il17ra_Il17rc,1
Il18_Il18r1_Il18rap,"[""Il18"",""Il18r1_Il18rap""]",Il18,Il18r1_Il18rap,2
Il19_Il20ra_Il20rb,"[""Il19"",""Il20ra_Il20rb""]",Il19,Il20ra_Il20rb,1
Il1a_Il1r1_Il1rap,"[""Il1a"",""Il1r1_Il1rap""]",Il1a,Il1r1_Il1rap,1
Il1b_Il1r1_Il1rap,"[""Il1b"",""Il1r1_Il1rap""]",Il1b,Il1r1_Il1rap,1
Il2_Il2ra_Il2rb_Il2rg,"[""Il2"",""Il2ra_Il2rb_Il2rg""]",Il2,Il2ra_Il2rb_Il2rg,1
Il2_Il2rb_Il2rg,"[""Il2"",""Il2rb_Il2rg""]",Il2,Il2rb_Il2rg,1
Il22_Il22ra1_Il10rb,"[""Il22"",""Il22ra1_Il10rb""]",Il22,Il22ra1_Il10rb,1
Il25_Il17ra_Il17rb,"[""Il25"",""Il17ra_Il17rb""]",Il25,Il17ra_Il17rb,1
Il27_Ebi3_Il27ra_Il6st,"[""Il27_Ebi3"",""Il27ra_Il6st""]",Il27_Ebi3,Il27ra_Il6st,1
Il31_Il31ra_Osmr,"[""Il31"",""Il31ra_Osmr""]",Il31,Il31ra_Osmr,1
Il33_Il1rl1_Il1rap,"[""Il33"",""Il1rl1_Il1rap""]",Il33,Il1rl1_Il1rap,1
Il34_Csf1r,"[""Il34"",""Csf1r""]",Il34,Csf1r,1
Il4_Il4ra,"[""Il4"",""Il4ra""]",Il4,Il4ra,1
Il4_Il4ra_Il13ra1,"[""Il4"",""Il4ra_Il13ra1""]",Il4,Il4ra_Il13ra1,1
Il4_Il4ra_Il13ra2,"[""Il4"",""Il4ra_Il13ra2""]",Il4,Il4ra_Il13ra2,1
Il4_Il4ra_Il2rg,"[""Il4"",""Il4ra_Il2rg""]",Il4,Il4ra_Il2rg,1
Il5_Il5ra_Csf2rb,"[""Il5"",""Il5ra_Csf2rb""]",Il5,Il5ra_Csf2rb,1
Il6_Il6ra_Il6st,"[""Il6"",""Il6ra_Il6st""]",Il6,Il6ra_Il6st,1
Il7_Il7r_Il2rg,"[""Il7"",""Il7r_Il2rg""]",Il7,Il7r_Il2rg,1
Inha_Inhba_Acvr2a,"[""Inha_Inhba"",""Acvr2a""]",Inha_Inhba,Acvr2a,1
Inha_Inhbb_Acvr2b,"[""Inha_Inhbb"",""Acvr2b""]",Inha_Inhbb,Acvr2b,1
Inhba_Acvr1b_Acvr2a,"[""Inhba"",""Acvr1b_Acvr2a""]",Inhba,Acvr1b_Acvr2a,1
Inhba_Acvr1b_Acvr2b,"[""Inhba"",""Acvr1b_Acvr2b""]",Inhba,Acvr1b_Acvr2b,1
Inhba_Inhbb_Acvr1b_Acvr2a,"[""Inhba_Inhbb"",""Acvr1b_Acvr2a""]",Inhba_Inhbb,Acvr1b_Acvr2a,1
Inhba_Inhbb_Acvr1b_Acvr2b,"[""Inhba_Inhbb"",""Acvr1b_Acvr2b""]",Inhba_Inhbb,Acvr1b_Acvr2b,1
Inhba_Inhbb_Acvr1c_Acvr2a,"[""Inhba_Inhbb"",""Acvr1c_Acvr2a""]",Inhba_Inhbb,Acvr1c_Acvr2a,1
Inhba_Inhbb_Acvr1c_Acvr2b,"[""Inhba_Inhbb"",""Acvr1c_Acvr2b""]",Inhba_Inhbb,Acvr1c_Acvr2b,1
Inhbb_Acvr1b_Acvr2a,"[""Inhbb"",""Acvr1b_Acvr2a""]",Inhbb,Acvr1b_Acvr2a,1
Inhbb_Acvr1b_Acvr2b,"[""Inhbb"",""Acvr1b_Acvr2b""]",Inhbb,Acvr1b_Acvr2b,1
Inhbb_Acvr1c_Acvr2a,"[""Inhbb"",""Acvr1c_Acvr2a""]",Inhbb,Acvr1c_Acvr2a,1
Inhbb_Acvr1c_Acvr2b,"[""Inhbb"",""Acvr1c_Acvr2b""]",Inhbb,Acvr1c_Acvr2b,1
Inhbc_Acvr1b_Acvr2a,"[""Inhbc"",""Acvr1b_Acvr2a""]",Inhbc,Acvr1b_Acvr2a,1
Inhbc_Acvr1b_Acvr2b,"[""Inhbc"",""Acvr1b_Acvr2b""]",Inhbc,Acvr1b_Acvr2b,1
Inhbc_Acvr1c_Acvr2a,"[""Inhbc"",""Acvr1c_Acvr2a""]",Inhbc,Acvr1c_Acvr2a,1
Inhbc_Acvr1c_Acvr2b,"[""Inhbc"",""Acvr1c_Acvr2b""]",Inhbc,Acvr1c_Acvr2b,1
Inhbe_Acvr1b_Acvr2a,"[""Inhbe"",""Acvr1b_Acvr2a""]",Inhbe,Acvr1b_Acvr2a,1
Inhbe_Acvr1b_Acvr2b,"[""Inhbe"",""Acvr1b_Acvr2b""]",Inhbe,Acvr1b_Acvr2b,1
Inhbe_Acvr1c_Acvr2a,"[""Inhbe"",""Acvr1c_Acvr2a""]",Inhbe,Acvr1c_Acvr2a,1
Inhbe_Acvr1c_Acvr2b,"[""Inhbe"",""Acvr1c_Acvr2b""]",Inhbe,Acvr1c_Acvr2b,1
Ins2_Insr,"[""Ins2"",""Insr""]",Ins2,Insr,1
Insl5_Rxfp1,"[""Insl5"",""Rxfp1""]",Insl5,Rxfp1,1
Insl5_Rxfp2,"[""Insl5"",""Rxfp2""]",Insl5,Rxfp2,1
Insl5_Rxfp3,"[""Insl5"",""Rxfp3""]",Insl5,Rxfp3,1
Itga4_Itgb1_Vcam1,"[""Itga4_Itgb1"",""Vcam1""]",Itga4_Itgb1,Vcam1,1
Itga4_Itgb7_Vcam1,"[""Itga4_Itgb7"",""Vcam1""]",Itga4_Itgb7,Vcam1,1
Itga9_Itgb1_Vcam1,"[""Itga9_Itgb1"",""Vcam1""]",Itga9_Itgb1,Vcam1,1
Itgal_Itgb2_Cd226,"[""Itgal_Itgb2"",""Cd226""]",Itgal_Itgb2,Cd226,1
Itgal_Itgb2_Icam1,"[""Itgal_Itgb2"",""Icam1""]",Itgal_Itgb2,Icam1,1
Itgal_Itgb2_Icam2,"[""Itgal_Itgb2"",""Icam2""]",Itgal_Itgb2,Icam2,1
Jag1_Notch1,"[""Jag1"",""Notch1""]",Jag1,Notch1,1
Jag1_Notch2,"[""Jag1"",""Notch2""]",Jag1,Notch2,1
Jag1_Notch3,"[""Jag1"",""Notch3""]",Jag1,Notch3,1
Jag1_Notch4,"[""Jag1"",""Notch4""]",Jag1,Notch4,1
Jag2_Notch1,"[""Jag2"",""Notch1""]",Jag2,Notch1,1
Jag2_Notch2,"[""Jag2"",""Notch2""]",Jag2,Notch2,1
Jag2_Notch3,"[""Jag2"",""Notch3""]",Jag2,Notch3,1
Jag2_Notch4,"[""Jag2"",""Notch4""]",Jag2,Notch4,1
Jam2_F11r,"[""Jam2"",""F11r""]",Jam2,F11r,1
Jam2_Itga3_Itgb1,"[""Jam2"",""Itga3_Itgb1""]",Jam2,Itga3_Itgb1,1
Jam2_Itgav_Itgb1,"[""Jam2"",""Itgav_Itgb1""]",Jam2,Itgav_Itgb1,1
Jam2_Jam2,"[""Jam2"",""Jam2""]",Jam2,Jam2,1
Jam2_Jam3,"[""Jam2"",""Jam3""]",Jam2,Jam3,1
Jam3_F11r,"[""Jam3"",""F11r""]",Jam3,F11r,1
Jam3_Itgam_Itgb2,"[""Jam3"",""Itgam_Itgb2""]",Jam3,Itgam_Itgb2,1
Jam3_Jam2,"[""Jam3"",""Jam2""]",Jam3,Jam2,1
Jam3_Jam3,"[""Jam3"",""Jam3""]",Jam3,Jam3,1
Kitl_Kit,"[""Kitl"",""Kit""]",Kitl,Kit,1
